amount,transaction_hour,account_age_days,num_prev_transactions,is_foreign,is_high_risk_country,has_chargeback_history,fraud_label
2271.66,18,3451,18,1,0,1,0
2035.67,21,3582,106,0,1,1,0
3546.88,9,1396,77,1,1,1,1
3932.63,8,2435,190,0,0,0,0
4158.93,12,1666,427,0,1,1,1
1782.44,18,2315,275,0,1,0,0
2439.21,17,1273,74,1,1,1,1
2594.8,17,1127,237,1,1,1,1
2606.13,2,2090,445,0,0,1,1
917.0,15,2925,451,1,0,0,0
4438.82,8,3586,295,0,1,0,0
4375.47,4,498,274,0,0,0,0
4725.09,6,775,92,1,1,1,1
2644.56,2,17,12,0,0,1,1
4926.98,9,1759,341,1,1,0,1
770.11,13,3133,451,0,0,1,0
3916.9,10,2099,65,1,1,1,1
3413.39,16,397,207,1,0,1,1
2362.97,23,2953,75,0,0,0,0
4419.56,1,2542,277,1,0,1,1
1294.97,6,2955,421,1,1,1,1
4073.03,9,642,431,0,1,1,1
15.17,6,3847,117,0,0,0,0
1087.64,4,2363,467,0,1,0,0
2831.34,6,702,27,0,0,0,0
1882.43,12,2806,152,1,1,1,1
1514.96,23,1736,323,1,0,1,0
1029.86,18,3046,358,0,1,1,0
3100.51,23,1174,454,1,0,0,0
3377.56,23,1583,212,1,0,0,0
882.86,12,3472,409,0,1,1,0
611.91,6,2436,373,0,0,0,0
1052.08,23,55,108,0,1,1,1
44.22,23,17,353,1,1,1,1
2937.09,20,1314,167,0,0,1,0
4015.61,23,1037,183,0,0,1,0
2524.84,6,2267,150,1,1,0,1
3158.85,13,1414,395,1,0,0,0
2832.78,23,3535,428,0,0,1,0
4798.01,9,3933,184,0,0,0,0
107.13,7,3492,250,0,0,1,0
3636.11,12,2204,361,0,0,1,0
3981.19,20,2734,239,1,1,1,1
2988.26,20,3347,47,0,1,1,1
1016.92,20,64,306,0,0,0,0
2820.48,9,976,497,0,0,0,0
3349.02,10,741,87,1,0,1,1
515.56,18,1958,200,1,1,1,1
1820.56,11,494,413,1,0,1,0
2558.4,17,3966,206,0,0,1,0
4305.85,23,2811,123,1,0,1,1
3212.86,14,3282,162,1,0,0,0
3303.12,2,2364,305,0,1,1,1
1636.08,16,3073,54,1,0,1,0
1683.08,19,3013,133,0,0,1,0
1972.83,19,911,298,0,0,0,0
2946.04,1,1616,216,0,0,1,1
208.32,7,3287,87,1,0,0,0
2653.48,14,3761,188,1,0,0,0
3157.85,11,1351,444,1,1,1,1
3749.36,11,1956,388,1,0,1,1
4038.64,9,3494,353,0,0,0,0
1107.74,17,1366,244,1,1,1,1
1059.47,13,2822,473,0,0,1,0
4939.81,5,1791,366,0,0,0,0
1652.66,23,2010,97,0,0,1,0
2400.01,12,3301,302,0,1,0,0
1109.85,16,654,417,0,0,0,0
4098.6,3,3690,84,0,1,1,1
2551.1,15,147,36,0,0,0,0
2688.74,8,534,163,0,1,1,1
4823.85,18,3574,108,0,1,0,0
2868.41,17,1896,113,1,1,0,1
2103.13,11,2757,238,1,1,0,0
2539.57,7,3146,481,0,0,1,0
1498.65,7,505,290,1,0,1,0
3211.53,18,2659,135,1,1,0,1
4437.63,2,1379,109,0,0,1,1
724.43,21,2386,375,1,0,0,0
1095.01,16,2591,176,0,0,1,0
221.15,16,1081,56,1,0,1,0
1210.25,23,487,370,1,0,1,0
1861.02,21,197,454,1,1,0,0
364.61,23,345,191,0,0,1,0
2732.73,3,1183,400,1,1,1,1
4785.12,17,3028,100,1,1,0,1
4132.62,18,1860,38,1,1,0,1
3937.51,9,2098,446,1,0,1,1
2051.73,15,2533,181,0,1,0,0
1462.41,2,3613,236,1,0,1,1
2968.56,5,2165,296,0,1,0,0
4034.26,23,531,153,0,0,1,0
132.0,13,920,7,1,1,0,0
656.41,7,719,324,1,1,0,0
2095.43,0,2918,399,0,0,1,0
4673.81,7,777,238,0,1,0,0
4004.81,11,2630,397,1,0,0,0
2077.99,7,3362,431,0,1,0,0
3940.73,19,300,293,1,0,0,0
840.54,1,1228,23,0,1,1,1
3642.89,1,591,244,1,0,1,1
4704.15,0,1956,274,1,0,1,1
1821.4,4,324,422,0,1,1,1
1003.93,4,3385,304,1,0,1,1
1639.71,1,3361,276,1,0,0,0
1580.19,17,1513,241,1,0,1,0
917.61,16,3754,391,1,0,0,0
2185.57,7,1423,231,0,1,1,0
3276.44,19,2902,289,0,0,1,0
624.27,7,320,214,1,1,0,0
741.59,4,3784,45,1,1,1,1
3606.84,22,3380,498,1,1,1,1
220.85,2,2000,365,0,0,1,0
2112.04,17,855,445,0,0,1,0
856.5,10,1550,232,1,0,1,0
1574.41,11,1564,222,0,1,1,0
3576.23,17,1258,258,0,1,0,0
76.96,23,2899,247,1,0,0,0
404.95,5,1739,461,0,0,0,0
3128.63,6,2379,438,0,1,1,1
3290.67,17,1153,254,0,1,1,1
2617.75,18,1759,225,1,1,0,1
630.39,6,3222,315,1,1,1,1
3421.97,8,1151,149,1,0,1,1
3739.93,12,1302,260,1,1,0,1
3590.3,6,1241,118,1,0,0,0
1474.23,8,3192,37,1,0,0,0
506.08,1,1847,462,0,1,1,1
127.84,1,1172,247,0,1,0,0
2138.47,23,3124,415,0,0,1,0
1685.1,19,2603,2,0,1,1,1
3833.1,7,2513,233,0,0,1,0
964.26,5,597,387,1,1,1,1
2213.03,9,778,117,0,0,1,0
4060.56,20,1975,377,0,0,0,0
2510.95,9,2227,226,0,0,0,0
3737.65,0,3139,114,1,0,0,1
547.65,0,3814,298,1,1,1,1
4264.25,15,3030,338,1,1,1,1
4991.93,11,3201,329,0,1,1,1
3488.21,22,608,211,0,1,1,1
1904.95,9,3199,318,1,1,1,1
3649.46,13,3652,50,1,0,1,1
1414.0,15,496,307,0,1,0,0
4605.52,11,2574,152,0,1,0,0
4495.61,3,3635,154,1,0,1,1
2944.59,13,949,498,0,1,0,0
4346.81,2,3325,226,0,0,1,1
2752.39,8,2935,432,0,0,1,0
2129.6,11,2683,301,1,0,0,0
4912.3,10,1832,412,1,0,0,0
786.94,8,3714,225,1,0,0,0
1678.95,0,1450,224,1,1,1,1
67.65,20,1156,304,0,0,0,0
2472.78,17,627,445,1,1,0,0
1224.18,16,3245,124,0,0,0,0
2224.62,9,211,134,1,0,0,0
3735.91,16,353,434,0,1,1,1
2972.21,16,2571,51,0,0,0,0
4848.18,22,1356,121,1,0,1,1
487.31,4,3636,191,0,1,1,1
613.76,16,3818,312,1,1,0,0
1287.7,18,1338,481,1,0,1,0
1504.1,10,1346,418,1,1,1,1
2408.72,22,2870,265,0,0,0,0
4906.61,17,1194,14,0,0,0,0
1058.37,1,2978,249,0,1,1,1
4778.18,18,4000,155,1,0,0,0
1511.73,3,163,492,0,1,0,0
1975.2,22,3005,410,0,1,1,0
3230.73,17,3260,44,1,0,1,1
2539.92,17,858,190,1,1,1,1
4932.76,14,1345,233,0,0,1,0
1293.99,2,2196,113,0,0,0,0
4810.32,15,2594,108,1,1,1,1
4634.84,1,2928,149,1,1,1,1
370.81,13,3262,364,1,0,1,0
398.97,3,3045,3,1,0,1,1
4558.1,9,936,402,0,0,1,0
2203.09,21,2052,370,1,1,0,0
2248.03,21,3773,96,0,0,0,0
4698.19,13,648,278,1,1,1,1
1139.75,15,463,116,1,1,1,1
1769.67,3,3557,232,0,1,1,1
4054.37,20,2493,52,1,1,0,1
1106.76,19,1789,160,1,0,1,0
2550.57,4,3077,277,0,1,1,1
1184.6,8,1195,409,0,0,0,0
4682.5,17,986,415,0,0,0,0
2224.74,11,1565,456,0,1,1,0
2672.46,14,2038,304,1,1,0,1
722.34,19,580,287,1,1,0,0
2060.21,10,3553,248,0,1,1,0
2885.81,11,1965,240,1,1,1,1
2429.82,17,2103,148,1,0,1,0
419.87,11,1941,182,1,0,0,0
4557.17,4,195,18,1,0,1,1
4392.08,18,259,354,0,0,1,0
2643.32,19,2036,221,0,0,0,0
1956.18,10,932,399,0,1,1,0
1625.34,1,1832,34,1,0,1,1
2698.37,3,3538,398,1,1,1,1
4366.76,1,1321,193,0,1,0,1
1671.09,18,1030,201,0,1,1,0
1371.54,17,3470,304,0,0,1,0
1741.34,21,2771,399,1,1,0,0
548.11,17,2474,317,1,0,1,0
2182.25,22,3738,231,1,0,1,0
4494.0,17,3841,286,1,1,0,1
4064.17,20,925,391,0,0,1,0
3471.4,16,886,82,1,0,0,0
1100.5,17,3039,254,1,1,0,0
4198.35,11,2013,204,1,1,0,1
71.0,0,2292,246,1,1,1,1
2747.2,8,3975,486,1,1,0,1
1944.21,18,1796,373,1,0,1,0
3503.48,11,1415,57,0,1,1,1
3318.44,17,1373,145,0,0,1,0
1940.12,18,230,59,1,1,1,1
4630.37,5,2055,453,1,1,1,1
931.41,16,1903,165,1,0,0,0
4867.09,4,718,245,1,0,0,1
1419.8,8,319,426,1,1,0,0
2087.61,11,2096,483,1,0,1,0
3195.9,2,2503,266,0,0,1,1
3040.81,16,1122,120,1,0,1,1
2049.45,22,1599,243,1,0,1,0
4927.06,12,763,487,0,0,1,0
2398.26,16,3688,226,1,0,1,0
56.17,10,1209,102,0,0,1,0
4847.77,12,927,151,1,0,1,1
3283.22,21,1224,77,1,1,0,1
3658.19,6,3204,98,1,1,0,1
1118.37,4,2807,195,0,1,1,1
440.47,2,3292,475,1,0,0,0
1926.27,1,168,429,1,0,0,0
4170.19,20,171,171,1,1,1,1
4234.89,15,2613,285,0,1,1,1
2931.51,8,3662,179,1,1,1,1
4378.93,8,2552,283,1,0,1,1
4411.89,10,3988,477,0,0,1,0
2820.95,22,445,58,1,1,1,1
4303.63,9,2867,412,1,0,1,1
1243.2,12,683,418,0,1,0,0
837.15,5,54,87,0,0,0,0
1006.26,1,2670,352,0,0,0,0
1606.51,21,1614,473,0,0,0,0
903.54,11,3576,459,1,1,1,1
1245.72,12,2452,213,0,1,1,0
2899.38,2,2661,192,1,0,1,1
2349.24,16,2134,482,0,0,0,0
1508.68,8,1134,341,0,1,1,0
4953.55,20,180,232,0,1,0,0
264.83,3,3474,74,1,1,0,1
4417.42,22,141,245,0,0,0,0
1113.14,19,1422,396,1,1,0,0
2140.09,7,3420,351,0,1,0,0
2720.05,13,199,489,1,0,1,1
2015.16,12,2588,474,1,0,0,0
4405.41,3,56,385,0,1,0,1
2330.11,23,558,440,1,0,0,0
1143.83,16,1253,91,1,1,1,1
3246.09,8,1542,112,1,1,0,1
1243.78,6,2891,243,0,1,1,0
1248.86,15,951,420,0,0,1,0
623.01,18,3565,338,1,1,1,1
427.36,15,3606,322,0,1,0,0
1801.03,18,1950,383,0,0,1,0
2259.08,15,1214,272,0,0,0,0
2703.32,11,98,98,0,1,1,1
458.48,11,1929,88,0,1,1,0
3096.21,10,827,459,0,0,1,0
4354.47,22,1772,483,0,0,0,0
3699.06,9,3263,6,1,0,1,1
205.35,17,3107,128,1,1,1,1
3727.31,16,1645,433,1,0,1,1
1333.07,16,348,264,1,1,1,1
1701.69,3,1581,88,1,1,0,1
4842.07,16,1230,485,1,0,0,0
3179.63,3,3180,272,1,0,0,1
1475.37,10,2554,233,1,1,1,1
474.85,3,2996,161,0,1,1,1
3308.38,16,916,264,1,1,0,1
1323.75,12,2380,252,0,0,0,0
1398.06,16,3162,87,1,1,1,1
3967.65,23,1883,303,0,0,0,0
4204.54,15,1999,6,1,1,1,1
2323.17,4,1902,495,0,1,1,1
3574.09,0,3362,181,0,1,0,1
61.8,3,2950,377,0,0,0,0
2591.1,3,3056,107,1,0,1,1
2414.43,7,599,340,1,0,1,0
2439.17,3,802,330,1,1,0,1
539.78,23,1023,346,0,0,0,0
997.42,3,710,316,0,1,0,0
841.33,6,2194,195,0,0,0,0
1138.2,17,1910,391,1,0,0,0
4710.15,1,2416,387,0,0,0,0
2344.21,7,2858,258,1,0,1,0
1397.6,15,3521,121,0,1,1,0
3530.84,2,3890,370,1,0,0,1
1767.05,20,675,53,1,0,0,0
4611.15,10,2226,189,0,0,1,0
1832.83,16,2431,57,1,1,1,1
2819.83,11,3892,216,0,0,1,0
4382.9,16,2611,50,0,1,1,1
4927.36,10,872,125,0,1,1,1
4526.52,13,1755,491,0,0,0,0
1870.26,23,2153,63,1,1,1,1
4536.95,9,1132,243,1,1,0,1
3672.16,0,3745,282,1,1,1,1
626.76,1,3311,57,0,0,0,0
1655.44,9,473,196,0,1,0,0
1597.82,14,343,495,1,1,0,0
3234.04,22,979,464,1,1,0,1
1451.81,23,992,142,1,1,1,1
1868.97,7,786,261,1,0,1,0
4552.43,4,862,444,0,0,1,1
4123.49,5,3777,51,1,1,1,1
4299.31,1,1183,374,1,1,0,1
2593.46,0,2567,26,0,0,1,1
3840.38,6,3414,268,1,0,0,0
789.14,6,744,33,0,0,0,0
4124.95,18,1260,403,0,1,1,1
634.73,5,2400,12,0,1,0,0
851.94,2,474,312,0,0,1,0
2437.04,2,523,123,0,1,1,1
2382.41,10,2319,429,1,0,1,0
3837.89,13,3931,301,0,0,0,0
3253.72,23,1477,94,0,0,1,0
1417.81,5,140,250,1,1,1,1
1436.06,3,1284,470,1,0,1,1
2070.95,15,3642,39,1,0,0,0
4899.57,6,2226,466,0,0,1,0
1346.46,19,1270,494,0,0,0,0
2701.36,9,1015,184,1,0,1,1
3020.97,8,1977,421,1,0,1,1
4334.96,21,2006,149,0,0,0,0
1301.39,7,2020,19,1,0,1,0
139.25,22,630,372,0,0,0,0
456.2,9,2696,40,0,0,0,0
2946.23,11,325,457,1,0,1,1
4410.75,15,1038,361,1,0,1,1
1846.01,0,3181,325,1,1,0,1
2847.41,8,178,100,1,1,0,1
3915.94,20,2914,229,0,1,1,1
3390.33,9,660,155,0,0,0,0
972.13,0,22,114,1,0,1,1
2473.63,9,2687,83,1,1,1,1
4445.79,2,3670,103,0,1,0,1
2534.55,1,870,31,0,0,1,1
1459.12,14,3818,119,0,0,0,0
1437.65,2,2305,264,0,1,0,0
1341.76,17,74,125,0,0,1,0
2360.45,9,1210,284,0,1,0,0
2630.4,21,2993,283,0,0,0,0
2230.77,12,1240,111,1,0,0,0
2847.03,2,1068,275,1,1,1,1
3332.24,11,958,108,0,1,0,0
4395.77,7,3087,211,1,1,0,1
4416.96,18,681,499,0,1,1,1
2135.51,5,2758,316,0,1,1,0
3412.9,23,166,63,0,0,0,0
3826.12,0,2297,436,0,0,1,1
3034.89,11,3846,493,1,1,0,1
4304.25,12,2567,138,0,0,0,0
1847.82,1,3359,0,0,1,0,1
2526.0,8,1970,492,0,1,0,0
2420.01,9,1517,363,1,1,1,1
4219.41,3,801,402,0,0,1,1
837.53,22,1893,165,0,0,0,0
627.17,15,14,400,1,1,0,1
3476.05,11,798,178,0,0,1,0
3798.36,1,1772,80,1,1,1,1
2732.08,8,3778,146,0,1,0,0
2642.25,19,3801,26,1,0,1,1
255.05,0,2851,129,0,0,0,0
3517.05,0,3882,75,1,1,0,1
4448.51,0,1158,444,1,0,0,1
3408.16,2,1299,306,1,0,0,1
578.22,16,2259,382,0,0,0,0
322.06,16,2396,275,1,0,0,0
2722.78,17,595,496,0,0,1,0
4701.61,16,629,95,1,1,1,1
379.93,1,2268,48,0,1,0,0
4040.12,3,1978,424,1,1,1,1
3507.48,15,2644,43,1,1,1,1
2334.07,14,523,344,0,0,1,0
3732.68,14,3627,312,1,0,1,1
3200.47,8,2344,479,0,0,1,0
2574.42,6,3621,98,1,0,1,1
2940.65,3,1051,375,0,1,0,1
500.92,10,699,277,1,1,0,0
4527.9,20,3295,289,0,1,0,0
2193.6,11,3425,238,0,0,1,0
1148.37,14,118,236,1,0,1,0
51.77,21,2872,213,0,0,1,0
1984.84,14,2008,33,0,0,1,0
2159.26,23,2605,275,0,0,1,0
4407.04,20,3385,465,0,0,0,0
1301.77,19,1551,150,0,0,1,0
2365.67,22,2951,192,0,0,0,0
2589.39,14,2174,37,1,1,0,1
1982.22,7,687,397,0,0,1,0
1167.94,9,536,434,1,0,1,0
2811.05,5,2005,289,0,0,1,0
158.41,9,2684,418,1,1,1,1
189.93,5,1409,340,1,1,1,1
4073.38,4,1480,474,1,1,0,1
2240.19,19,1213,306,0,0,1,0
1526.08,10,656,114,0,1,0,0
3690.73,15,2958,142,0,1,1,1
3974.06,0,1216,194,0,1,1,1
3517.62,1,1453,344,0,0,1,1
3036.12,17,2517,421,0,1,0,0
3591.6,9,3338,268,0,1,0,0
4315.6,9,3679,218,0,0,0,0
1465.82,17,379,139,0,0,0,0
3747.48,10,2266,229,1,0,0,0
2528.06,21,132,471,0,0,1,0
139.04,21,3787,88,0,0,1,0
4330.25,3,1889,434,1,0,1,1
4201.17,19,1957,466,0,0,1,0
2800.92,12,2945,155,0,0,1,0
4713.29,13,1384,102,1,1,0,1
2334.35,18,195,50,0,1,1,0
4808.19,18,3844,165,1,1,0,1
3843.12,3,3635,421,1,1,0,1
4411.92,1,799,397,0,1,1,1
3697.04,23,1342,66,1,0,1,1
4251.92,4,2198,293,0,1,0,1
1983.02,18,308,400,0,0,0,0
1047.12,3,1281,283,0,0,1,0
3255.38,16,2232,115,0,0,1,0
4095.85,13,1442,331,0,0,0,0
3939.85,18,3847,209,0,1,0,0
1376.55,0,1960,316,1,1,0,1
279.32,11,1441,217,0,1,1,0
3846.01,3,1931,286,0,1,0,1
2900.02,15,295,369,1,1,1,1
4526.32,16,3754,492,1,1,1,1
4001.84,0,563,344,1,0,1,1
2051.98,6,2582,162,1,0,1,0
3008.98,20,192,91,0,1,1,1
2341.47,2,3769,32,1,0,1,1
3377.08,12,1303,239,1,0,1,1
2996.02,16,3127,488,1,0,0,0
464.28,11,241,469,1,1,0,0
1330.19,16,3171,312,0,0,1,0
3274.52,16,960,394,1,1,1,1
4380.56,5,3525,209,1,0,0,0
3851.01,13,1716,340,0,0,0,0
4333.54,16,410,294,1,0,0,0
1683.09,22,1595,298,1,0,1,0
3066.71,21,897,370,1,0,0,0
4995.46,23,1905,302,1,1,1,1
671.94,3,1053,336,1,0,0,0
1807.76,14,109,25,1,1,0,0
3804.92,4,100,49,0,1,0,1
3635.84,6,3190,352,0,0,1,0
4579.26,16,1421,325,1,0,1,1
1380.78,18,302,46,0,0,0,0
3086.58,10,2591,191,1,1,1,1
3721.5,18,986,272,1,1,1,1
4999.46,10,3928,74,1,1,0,1
1812.36,13,988,246,1,1,1,1
1384.7,22,3123,198,0,0,0,0
738.25,19,2288,467,0,0,1,0
681.57,7,3208,172,0,1,0,0
4887.74,22,3418,242,0,1,1,1
2663.48,11,1402,487,1,1,0,1
2956.3,5,1086,240,0,1,1,1
2649.67,19,709,147,1,0,1,1
2650.56,13,3120,5,1,1,0,1
2836.5,9,2622,125,0,1,0,0
372.55,23,3774,241,1,1,0,0
1458.8,19,1571,412,0,1,0,0
3049.83,23,3987,427,1,0,0,0
584.83,21,1477,273,1,1,0,0
393.77,15,3221,287,0,1,1,0
4138.12,23,3685,292,0,0,0,0
964.58,16,3232,403,0,1,0,0
1722.8,19,2226,314,0,1,1,0
4126.93,19,3552,41,1,1,1,1
3694.75,23,52,60,0,0,1,1
1163.54,15,945,251,0,0,0,0
3970.58,15,56,131,0,0,0,0
2775.16,16,2152,176,0,1,0,0
2498.04,2,1957,436,1,0,0,0
2192.67,5,3428,111,1,1,1,1
3545.56,22,1462,318,0,0,1,0
4833.7,9,374,238,0,1,0,0
4758.0,22,909,170,0,0,0,0
3409.35,12,3641,410,1,0,1,1
3923.45,10,3896,242,0,1,0,0
764.63,8,3852,310,1,1,0,0
860.91,11,2749,84,0,0,1,0
243.5,3,3230,348,1,0,0,0
1157.05,19,2680,134,0,1,0,0
4386.11,18,3300,294,0,1,0,0
1288.58,18,109,443,0,1,0,0
4917.12,11,2495,157,0,0,1,0
4284.15,18,2797,366,1,0,1,1
2452.26,1,247,329,0,1,1,1
1310.1,22,368,164,0,0,0,0
2343.79,18,413,412,1,0,1,0
3895.74,21,2859,128,1,0,1,1
771.45,14,2360,332,0,1,0,0
1369.86,14,213,485,1,1,1,1
459.2,17,1857,30,1,0,1,0
357.53,4,2755,168,0,0,1,0
1215.08,23,1395,64,1,0,0,0
4909.75,2,1591,126,0,0,0,0
2040.33,0,270,307,1,1,1,1
3267.9,15,990,64,1,1,0,1
517.38,20,1243,119,1,0,1,0
4180.65,18,1752,107,1,0,1,1
2899.03,22,560,319,1,1,0,1
3048.57,2,2735,149,0,0,0,0
1111.63,20,3592,453,1,0,1,0
2860.2,8,2429,136,0,1,0,0
2284.44,18,102,334,1,0,1,0
503.6,19,3048,194,0,1,0,0
3491.75,14,1315,279,0,0,0,0
2551.33,1,2613,31,0,1,0,1
2062.66,7,465,81,0,1,1,0
649.51,8,343,111,1,0,1,0
4138.83,12,196,259,0,0,1,0
2656.79,2,3689,161,0,1,1,1
1106.74,16,725,142,1,0,1,0
3281.16,5,1508,81,1,1,1,1
204.37,15,2151,374,0,0,1,0
3139.06,6,486,63,1,1,0,1
2395.12,1,494,498,1,1,1,1
2406.37,6,2666,205,1,1,1,1
4472.08,23,219,490,0,0,0,0
2563.49,6,635,483,0,0,1,0
817.15,23,3304,496,0,0,0,0
3131.44,6,2851,21,1,0,0,0
1987.66,17,3460,162,1,1,0,0
118.35,7,1500,260,0,0,1,0
1785.39,3,3603,155,0,1,1,1
334.0,8,3295,413,0,1,0,0
3621.65,7,2861,139,0,0,1,0
4999.74,16,708,406,1,0,0,0
819.06,2,2161,22,0,1,1,1
4435.64,0,3689,202,0,0,0,0
3329.97,19,2374,416,0,1,1,1
473.88,13,2562,256,1,0,0,0
1232.47,2,3049,354,1,0,1,1
3955.76,3,504,24,1,1,1,1
1258.03,7,3353,176,1,1,1,1
3155.06,21,2134,445,1,0,0,0
3794.28,22,241,206,1,0,1,1
3117.6,0,3392,73,1,0,0,1
4108.57,12,801,16,1,1,1,1
166.79,19,3400,198,1,0,0,0
3049.27,14,1462,342,0,0,0,0
2491.71,8,134,287,0,1,0,0
531.63,9,2883,51,1,0,1,0
147.45,16,2070,485,0,0,0,0
1388.46,2,2917,216,0,1,0,0
3394.35,19,442,168,1,1,0,1
3461.33,20,3234,141,0,1,0,0
1602.21,1,358,366,0,0,1,0
325.14,20,2272,249,1,1,1,1
4396.03,2,3827,313,0,1,0,1
4865.1,12,168,415,0,0,0,0
4907.49,14,1950,312,1,0,0,0
2027.7,14,676,297,1,1,1,1
157.68,9,3684,258,1,0,0,0
2258.53,9,392,184,0,1,1,0
810.47,16,3064,359,1,0,0,0
3078.74,3,3275,0,1,1,1,1
4788.1,13,259,164,0,1,0,0
1531.53,21,3051,449,1,1,1,1
1481.06,17,1734,152,1,1,0,0
1940.81,2,3441,15,1,1,1,1
695.75,14,3249,225,0,1,1,0
674.24,21,3131,329,0,1,1,0
3054.32,3,2504,231,0,1,0,1
1406.28,15,2829,37,0,1,1,0
4404.0,1,590,28,0,1,0,1
2130.96,20,1718,134,0,1,0,0
147.41,8,3314,215,0,0,1,0
157.01,8,1745,357,0,0,1,0
1356.7,5,3751,381,1,0,0,0
1665.24,6,1299,91,1,0,1,0
4796.92,10,3770,304,0,1,1,1
3252.85,10,1605,335,0,1,0,0
991.68,5,2751,111,0,0,1,0
3836.59,16,1616,391,1,1,1,1
2084.43,6,1480,84,1,1,0,0
2320.0,23,1070,486,1,1,0,0
3229.95,18,2196,126,1,0,1,1
4643.86,17,1701,152,0,0,0,0
4076.86,3,1793,151,1,1,0,1
1734.19,12,2174,277,0,1,1,0
4814.92,19,2004,384,1,1,1,1
4859.69,17,640,127,1,1,1,1
2886.93,3,2768,65,1,1,0,1
4830.81,8,372,324,0,0,0,0
838.96,23,1847,169,1,0,0,0
804.15,21,2658,130,0,0,1,0
2461.85,4,3955,50,0,0,0,0
3782.3,20,273,252,1,1,1,1
808.72,4,3249,412,1,1,1,1
3538.71,13,2208,216,0,0,0,0
4994.1,10,632,323,0,1,1,1
4786.71,5,2015,319,0,0,0,0
1891.54,19,3297,375,1,0,0,0
2832.35,7,2469,315,1,1,0,1
1428.58,15,2982,366,1,1,1,1
3855.41,10,2282,272,0,0,0,0
4635.9,20,1734,69,0,1,1,1
4371.94,3,3114,44,1,1,1,1
3128.41,4,2362,222,1,1,1,1
2228.81,18,3,58,0,1,0,0
4666.61,16,3793,290,0,1,1,1
567.3,20,3553,14,1,0,0,0
2812.95,22,2810,28,0,0,0,0
1234.03,23,3033,147,1,1,1,1
1540.18,14,1011,329,0,1,1,0
1203.05,6,1804,420,0,1,0,0
272.74,21,1173,58,1,0,1,0
1405.19,17,3731,464,1,0,0,0
4758.18,3,770,73,1,1,0,1
1262.39,9,3045,127,0,1,1,0
4084.21,8,1192,365,0,0,1,0
1889.93,23,1392,8,1,1,1,1
3919.04,4,2752,63,1,1,0,1
2656.26,21,2595,120,1,0,1,1
1048.14,6,406,91,1,1,0,0
1584.98,4,1286,33,1,1,0,1
4463.2,14,965,50,0,0,1,0
2541.55,5,239,182,0,1,1,1
2669.91,14,474,89,1,0,0,0
2704.43,15,2788,75,1,0,1,1
2659.92,2,2245,110,0,1,0,1
1760.62,7,2178,175,1,1,0,0
1203.56,17,1883,448,0,0,1,0
1537.36,21,614,160,0,1,1,0
4412.05,2,2526,94,0,0,0,0
2253.42,13,107,128,1,0,0,0
758.91,19,3899,499,1,0,1,0
3427.14,8,3490,444,0,0,0,0
3066.4,13,329,443,1,0,0,0
980.84,11,2135,199,1,1,1,1
479.86,4,3128,42,0,0,0,0
2341.19,7,1608,281,0,0,1,0
4928.42,9,1895,389,0,1,1,1
2042.49,0,3805,473,0,0,1,0
1845.89,5,1260,276,0,0,1,0
3033.75,10,1744,258,1,0,0,0
4979.55,9,1779,112,1,1,0,1
4235.72,8,2561,221,1,0,1,1
817.48,0,1637,28,0,1,0,0
981.0,13,1615,417,1,0,0,0
2980.75,3,620,319,0,1,0,1
2853.29,4,1705,29,0,0,1,1
3877.9,13,1061,419,0,1,1,1
3053.35,4,1134,311,1,0,0,1
4422.82,18,2905,146,0,0,0,0
4566.28,22,2641,333,0,1,1,1
883.18,6,3691,301,0,1,0,0
889.02,22,1941,268,0,1,1,0
2982.11,23,538,399,0,0,0,0
272.32,3,3479,213,0,1,1,1
4440.91,9,2590,10,1,1,1,1
2777.72,6,1883,60,0,1,0,0
4211.76,9,747,341,0,1,0,0
4814.86,19,700,114,0,0,1,0
4801.75,13,357,304,0,0,0,0
2247.9,5,2917,322,0,1,0,0
92.96,13,2818,330,0,1,0,0
2460.82,7,2027,465,0,1,0,0
288.9,18,235,296,0,0,1,0
3489.89,4,2644,68,1,1,0,1
435.37,7,3932,105,1,1,1,1
4991.65,1,751,385,0,0,0,0
276.62,12,3357,402,1,1,1,1
990.25,21,3412,388,0,1,0,0
3833.89,23,3908,160,0,0,1,0
1993.04,2,191,335,1,0,0,0
4481.99,19,870,274,0,1,1,1
1477.86,8,2448,246,0,0,1,0
1112.76,13,3587,315,0,0,0,0
4093.56,8,816,83,0,0,1,0
2396.4,11,2993,169,1,1,0,0
1439.77,15,1051,346,0,0,0,0
308.89,1,2061,293,0,1,1,1
134.51,13,2887,240,1,1,1,1
4445.35,21,1681,371,1,1,1,1
3203.45,4,1467,453,1,1,0,1
2235.16,23,449,4,0,1,0,0
690.35,17,3962,190,1,1,0,0
839.28,7,3635,403,1,0,0,0
4752.96,20,1004,40,1,1,0,1
4143.4,18,396,405,1,0,0,0
4053.58,16,688,474,1,0,1,1
4312.13,3,1088,381,1,1,1,1
151.99,6,774,96,0,1,1,0
4148.1,19,1633,331,1,0,0,0
2368.49,18,2031,345,1,0,0,0
2292.98,8,3244,97,1,0,1,0
2610.97,11,3357,19,1,1,1,1
3635.42,9,2849,383,0,1,1,1
542.28,13,1667,157,0,1,0,0
4412.35,7,880,85,1,1,1,1
1930.65,1,3136,283,1,1,0,1
4741.54,22,248,58,1,1,1,1
739.76,6,40,355,0,1,0,0
1545.11,23,3990,302,0,0,0,0
